Sector,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,Start Year,End Year,Years in Business,Primary_Reason,Failure_Type,Survival_Bracket,Failure_Count,Color_Reason_Label,Random_Country
Retail Trade,1,0,0,1,0,0,0,1,0,0,0,0,0,2012,2015,3,Giants,Internal,Mid,3,Giants,India
Retail Trade,0,0,1,0,0,0,0,0,0,1,0,0,0,2011,2019,8,Competition,Internal,Long,2,Competition,Australia
Retail Trade,0,0,1,0,0,0,0,1,0,0,0,0,0,2011,2017,6,Competition,Internal,Mid,2,Competition,USA
Retail Trade,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,2018,5,Giants,Internal,Mid,1,Giants,France
Retail Trade,1,0,0,1,0,0,0,0,0,0,0,0,0,2015,2020,5,Giants,Internal,Mid,2,Giants,France
Retail Trade,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,2018,5,Giants,Internal,Mid,2,Giants,India
Retail Trade,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,2019,6,Giants,Internal,Mid,2,Giants,China
Accommodation and Food Services,1,0,1,1,0,0,0,0,0,0,0,0,0,2015,2021,6,Giants,Internal,Mid,3,Giants,Japan
Accommodation and Food Services,1,0,1,0,1,0,0,0,0,0,0,0,0,2012,2020,8,Giants,Internal,Long,3,Giants,Germany
Accommodation and Food Services,1,0,1,0,0,0,0,0,0,0,0,0,0,2014,2019,5,Giants,Internal,Mid,2,Giants,China
Accommodation and Food Services,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,2023,12,No Budget,Internal,Long,1,No Budget,Japan
Accommodation and Food Services,1,0,1,0,0,0,0,1,0,0,0,0,0,2012,2020,8,Giants,Internal,Long,3,Giants,France
Accommodation and Food Services,1,0,1,0,0,0,0,0,1,0,0,0,0,2019,2023,4,Giants,Internal,Mid,3,Giants,UK
Accommodation and Food Services,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2017,6,No Budget,Internal,Mid,2,No Budget,USA
Accommodation and Food Services,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2014,3,No Budget,Internal,Mid,2,No Budget,India
Accommodation and Food Services,0,1,0,1,0,0,0,0,0,0,0,0,0,2004,2018,14,No Budget,Internal,Long,2,No Budget,USA
Accommodation and Food Services,0,1,0,1,0,0,0,0,0,0,0,0,0,2010,2015,5,No Budget,Internal,Mid,2,No Budget,Brazil
Accommodation and Food Services,1,0,1,0,0,0,0,0,0,0,0,0,0,2014,2019,5,Giants,Internal,Mid,2,Giants,Brazil
Accommodation and Food Services,1,0,1,0,0,0,0,0,1,0,0,0,0,2010,2018,8,Giants,Internal,Long,3,Giants,China
Accommodation and Food Services,1,1,1,0,0,0,0,0,0,0,0,0,0,2013,2017,4,Giants,Internal,Mid,3,Giants,France
Accommodation and Food Services,0,1,0,1,0,0,0,0,1,0,0,0,0,2011,2017,6,No Budget,Internal,Mid,3,No Budget,France
Accommodation and Food Services,0,0,1,1,0,0,0,0,0,0,0,0,0,2015,2020,5,Competition,Internal,Mid,2,Competition,Germany
Accommodation and Food Services,0,0,1,0,0,0,0,0,0,0,0,0,0,2006,2021,15,Competition,Internal,Long,1,Competition,Germany
Accommodation and Food Services,1,0,1,0,0,0,0,0,0,1,0,0,0,2014,2022,8,Giants,Internal,Long,3,Giants,Germany
Accommodation and Food Services,1,1,1,0,0,0,1,0,0,0,0,0,0,2013,2017,4,Giants,Internal,Mid,4,Giants,UK
Accommodation and Food Services,1,0,1,0,0,0,0,0,0,0,0,0,0,2013,2017,4,Giants,Internal,Mid,2,Giants,Australia
Accommodation and Food Services,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,2017,5,Poor Market Fit,Internal,Mid,1,Poor Market Fit,Canada
Accommodation and Food Services,1,0,1,0,0,0,1,0,0,0,0,0,0,2012,2019,7,Giants,Internal,Long,3,Giants,Australia
Accommodation and Food Services,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,2020,5,No Budget,Internal,Mid,1,No Budget,USA
Accommodation and Food Services,1,1,0,0,0,0,0,1,0,0,0,0,0,2014,2019,5,Giants,Internal,Mid,3,Giants,Australia
Accommodation and Food Services,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,2020,8,No Budget,Internal,Long,1,No Budget,UK
Accommodation and Food Services,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,2022,9,Monetization Failure,Internal,Long,1,Monetization Failure,USA
Accommodation and Food Services,1,0,1,1,0,0,0,0,0,0,0,0,0,2017,2022,5,Giants,Internal,Mid,3,Giants,Australia
Accommodation and Food Services,1,0,1,0,0,0,1,0,0,0,0,0,0,2012,2019,7,Giants,Internal,Long,3,Giants,UK
Information,1,1,0,0,0,0,0,0,1,0,0,0,0,2010,2012,2,Giants,Internal,Short,3,Giants,Canada
Information,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2007,11,None,Internal,Long,0,None,Australia
Information,1,0,0,0,0,0,0,0,1,0,0,0,0,2005,2019,14,Giants,Internal,Long,2,Giants,UK
Information,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,2012,2,Competition,Internal,Short,1,Competition,Germany
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2011,2017,6,Giants,Internal,Mid,2,Giants,France
Information,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,2022,15,Platform Dependency,Internal,Long,1,Platform Dependency,Germany
Information,0,0,0,1,0,0,0,1,0,0,0,0,0,2011,2016,5,Poor Market Fit,Internal,Mid,2,Poor Market Fit,France
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2008,2023,15,Giants,Internal,Long,2,Giants,India
Information,1,0,1,0,0,0,0,0,0,0,1,0,0,2018,2022,4,Giants,Internal,Mid,3,Giants,India
Information,0,0,1,0,1,0,1,0,0,0,0,0,0,2011,2022,11,Competition,Internal,Long,3,Competition,India
Information,1,1,1,0,0,0,0,1,0,0,0,0,0,2011,2018,7,Giants,Internal,Long,4,Giants,Canada
Information,1,0,1,1,1,0,0,0,0,0,0,0,1,2011,2014,3,Giants,Internal,Mid,5,Giants,Germany
Information,0,0,0,0,1,0,0,0,0,1,0,0,0,2010,2016,6,Acquisition Stagnation,Internal,Mid,2,Acquisition Stagnation,France
Information,0,1,0,0,0,1,0,0,1,0,0,0,0,2012,2021,9,No Budget,Internal,Long,3,No Budget,UK
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,2023,13,Giants,Internal,Long,2,Giants,USA
Information,0,1,0,0,0,0,0,1,0,0,0,0,0,2004,2018,14,No Budget,Internal,Long,2,No Budget,UK
Information,0,1,0,0,0,1,0,0,0,0,0,0,0,2012,2019,7,No Budget,Internal,Long,2,No Budget,USA
Information,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,2021,6,No Budget,Internal,Mid,1,No Budget,Brazil
Information,0,1,0,1,0,0,0,1,0,0,0,0,0,2004,2019,15,No Budget,Internal,Long,3,No Budget,UK
Information,1,1,0,0,0,0,0,0,0,0,0,0,0,2012,2015,3,Giants,Internal,Mid,2,Giants,Australia
Information,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,2023,12,No Budget,Internal,Long,1,No Budget,Australia
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2008,2022,14,No Budget,Internal,Long,2,No Budget,China
Information,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,2016,7,Trend Shifts,External,Long,1,Trend Shifts,Germany
Information,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,2021,7,No Budget,Internal,Long,2,No Budget,USA
Information,0,1,0,0,0,0,0,1,0,0,0,0,0,2002,2014,12,No Budget,Internal,Long,2,No Budget,USA
Information,0,0,0,1,0,0,0,0,1,0,0,0,0,1994,2005,11,Poor Market Fit,Internal,Long,2,Poor Market Fit,Germany
Information,1,0,1,0,1,0,0,0,0,1,0,0,0,2008,2016,8,Giants,Internal,Long,4,Giants,Canada
Information,0,0,0,1,0,0,0,0,0,0,1,0,0,2006,2018,12,Poor Market Fit,Internal,Long,2,Poor Market Fit,China
Information,0,0,1,0,1,0,0,0,0,0,0,0,0,2014,2021,7,Competition,Internal,Long,2,Competition,Canada
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2007,2012,5,No Budget,Internal,Mid,2,No Budget,Canada
Information,0,1,0,0,0,0,0,0,0,0,1,0,0,2006,2017,11,No Budget,Internal,Long,2,No Budget,Canada
Information,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,2015,5,Poor Market Fit,Internal,Mid,1,Poor Market Fit,Germany
Information,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,2023,15,No Budget,Internal,Long,1,No Budget,Canada
Information,0,1,0,1,0,0,0,0,1,0,0,0,0,2016,2021,5,No Budget,Internal,Mid,3,No Budget,Australia
Information,1,0,1,0,1,0,0,0,0,0,0,0,0,2006,2018,12,Giants,Internal,Long,3,Giants,India
Information,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,2019,8,No Budget,Internal,Long,1,No Budget,Brazil
Information,0,1,0,0,0,1,0,0,0,0,0,0,0,2010,2022,12,No Budget,Internal,Long,2,No Budget,USA
Information,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,2020,11,No Budget,Internal,Long,1,No Budget,USA
Information,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,2021,5,No Budget,Internal,Mid,1,No Budget,Brazil
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,2023,12,Giants,Internal,Long,1,Giants,Germany
Information,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,2023,12,No Budget,Internal,Long,1,No Budget,UK
Information,0,1,0,0,0,0,0,1,0,0,0,0,0,1999,2017,18,No Budget,Internal,Long,2,No Budget,Germany
Information,0,0,0,1,0,0,1,0,0,0,0,0,0,2011,2016,5,Poor Market Fit,Internal,Mid,2,Poor Market Fit,USA
Information,0,1,0,0,0,0,0,0,0,1,0,0,0,2009,2022,13,No Budget,Internal,Long,2,No Budget,USA
Information,0,1,0,1,0,1,0,0,0,0,0,1,0,2008,2020,12,No Budget,Internal,Long,4,No Budget,Brazil
Information,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,2015,3,Poor Market Fit,Internal,Mid,1,Poor Market Fit,Canada
Information,1,0,0,0,0,1,0,0,1,0,0,0,0,2005,2019,14,Giants,Internal,Long,3,Giants,Germany
Information,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,2020,6,No Budget,Internal,Mid,1,No Budget,France
Information,0,0,1,1,0,0,0,0,0,0,0,0,0,2011,2014,3,Competition,Internal,Mid,2,Competition,Brazil
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,2023,14,Giants,Internal,Long,1,Giants,Australia
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,2017,7,Giants,Internal,Long,1,Giants,USA
Information,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,2018,4,Competition,Internal,Mid,1,Competition,Brazil
Information,0,1,0,0,0,0,0,1,0,0,0,0,0,2003,2018,15,No Budget,Internal,Long,2,No Budget,Germany
Information,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,2003,9,None,Internal,Long,0,None,USA
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,2012,2,Giants,Internal,Short,2,Giants,UK
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2018,2023,5,Giants,Internal,Mid,1,Giants,Brazil
Information,0,1,0,1,1,0,0,0,0,0,0,0,0,2012,2019,7,No Budget,Internal,Long,3,No Budget,China
Information,0,1,0,0,0,0,1,0,0,1,0,0,0,2010,2018,8,No Budget,Internal,Long,3,No Budget,USA
Information,1,0,0,0,0,0,0,1,0,0,0,0,0,2015,2020,5,Giants,Internal,Mid,2,Giants,Germany
Information,0,1,0,0,0,0,0,0,1,0,0,0,0,2003,2018,15,No Budget,Internal,Long,2,No Budget,India
Information,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020,8,None,Internal,Long,0,None,France
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2017,6,No Budget,Internal,Mid,2,No Budget,Japan
Information,1,0,0,0,1,1,0,0,0,0,0,0,0,2008,2023,15,Giants,Internal,Long,3,Giants,Canada
Information,0,1,0,1,0,1,0,0,0,0,0,0,0,2007,2018,11,No Budget,Internal,Long,3,No Budget,Japan
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2010,2017,7,No Budget,Internal,Long,2,No Budget,Germany
Information,1,1,0,0,0,0,1,0,0,0,0,0,0,2013,2019,6,Giants,Internal,Mid,3,Giants,Australia
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2008,2020,12,Giants,Internal,Long,2,Giants,Australia
Information,0,0,0,0,0,0,0,1,0,0,1,0,0,2009,2017,8,Niche Limits,Internal,Long,2,Niche Limits,India
Information,0,1,0,0,0,1,0,0,0,0,0,0,0,2009,2020,11,No Budget,Internal,Long,2,No Budget,Canada
Information,1,0,0,0,1,0,0,0,0,0,0,0,0,2009,2015,6,Giants,Internal,Mid,2,Giants,China
Information,0,0,0,1,0,0,0,0,0,0,0,0,0,2011,2016,5,Poor Market Fit,Internal,Mid,1,Poor Market Fit,India
Information,0,1,0,0,0,1,0,0,0,0,0,0,0,2009,2019,10,No Budget,Internal,Long,2,No Budget,Japan
Information,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,2019,6,Poor Market Fit,Internal,Mid,1,Poor Market Fit,India
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2009,2014,5,No Budget,Internal,Mid,2,No Budget,Japan
Information,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,2018,4,No Budget,Internal,Mid,2,No Budget,USA
Information,0,0,0,1,0,0,0,0,0,0,0,0,0,2007,2020,13,Poor Market Fit,Internal,Long,1,Poor Market Fit,Australia
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2007,2017,10,No Budget,Internal,Long,2,No Budget,USA
Information,1,0,0,0,1,0,0,0,0,0,0,0,0,2016,2022,6,Giants,Internal,Mid,2,Giants,France
Information,1,0,0,0,0,1,0,0,0,0,0,0,0,2012,2016,4,Giants,Internal,Mid,2,Giants,Canada
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,2021,6,Giants,Internal,Mid,1,Giants,China
Information,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,2023,3,Platform Dependency,Internal,Mid,2,Platform Dependency,Japan
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,2020,11,Giants,Internal,Long,1,Giants,China
Information,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,2014,5,No Budget,Internal,Mid,1,No Budget,Japan
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,2018,9,Giants,Internal,Long,1,Giants,Germany
Information,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,2021,5,Giants,Internal,Mid,2,Giants,India
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2007,2018,11,No Budget,Internal,Long,2,No Budget,France
Information,1,0,0,0,0,1,0,0,0,0,0,0,0,2009,2022,13,Giants,Internal,Long,2,Giants,Australia
Information,0,0,0,0,0,0,0,1,1,0,0,0,0,2004,2018,14,Niche Limits,Internal,Long,2,Niche Limits,Japan
Information,1,0,0,0,1,0,0,0,0,0,0,0,0,2017,2022,5,Giants,Internal,Mid,2,Giants,China
Information,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,2020,13,Niche Limits,Internal,Long,1,Niche Limits,France
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2011,2022,11,Giants,Internal,Long,2,Giants,UK
Information,1,0,0,0,1,0,0,0,0,0,0,0,0,2015,2021,6,Giants,Internal,Mid,2,Giants,UK
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,2023,8,Giants,Internal,Long,1,Giants,USA
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2014,2020,6,Giants,Internal,Mid,2,Giants,Australia
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,2015,2,Giants,Internal,Short,1,Giants,Germany
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,2022,5,Giants,Internal,Mid,1,Giants,China
Information,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,2015,2,Giants,Internal,Short,2,Giants,India
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2017,5,No Budget,Internal,Mid,2,No Budget,India
Information,1,0,0,0,0,0,0,1,0,0,0,0,0,1979,1984,5,Giants,Internal,Mid,2,Giants,China
Information,0,1,0,0,0,0,0,0,0,1,0,0,0,2012,2020,8,No Budget,Internal,Long,2,No Budget,Canada
Information,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,2019,9,Competition,Internal,Long,1,Competition,Germany
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2020,8,No Budget,Internal,Long,2,No Budget,France
Information,1,0,0,0,0,1,0,1,0,0,0,0,0,2013,2019,6,Giants,Internal,Mid,3,Giants,Japan
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,2018,5,Giants,Internal,Mid,1,Giants,Canada
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,2022,10,Giants,Internal,Long,1,Giants,Japan
Information,0,0,1,0,0,0,0,1,0,0,0,0,0,2006,2014,8,Competition,Internal,Long,2,Competition,Japan
Information,0,0,0,1,0,0,0,0,0,0,0,0,0,2006,2013,7,Poor Market Fit,Internal,Long,1,Poor Market Fit,Canada
Information,0,1,0,0,0,0,0,1,0,0,0,0,0,2005,2020,15,No Budget,Internal,Long,2,No Budget,USA
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,2012,4,Giants,Internal,Mid,1,Giants,UK
Information,1,0,0,0,0,0,1,0,0,0,0,0,0,1998,2013,15,Giants,Internal,Long,2,Giants,Japan
Information,0,1,0,0,0,0,0,1,0,0,0,0,0,2008,2010,2,No Budget,Internal,Short,2,No Budget,Canada
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2008,2018,10,No Budget,Internal,Long,2,No Budget,Canada
Information,0,1,0,1,0,0,0,0,0,1,0,0,0,2013,2018,5,No Budget,Internal,Mid,3,No Budget,Brazil
Information,1,0,1,0,0,0,0,0,0,0,0,1,0,2014,2018,4,Giants,Internal,Mid,3,Giants,USA
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,2020,13,Giants,Internal,Long,1,Giants,Australia
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2011,2022,11,Giants,Internal,Long,2,Giants,Brazil
Information,1,0,0,0,1,0,0,0,0,0,0,0,0,2018,2023,5,Giants,Internal,Mid,2,Giants,Brazil
Information,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,2017,7,Poor Market Fit,Internal,Long,1,Poor Market Fit,China
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,2023,8,Giants,Internal,Long,1,Giants,UK
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,2019,12,Giants,Internal,Long,1,Giants,Canada
Information,1,0,0,0,0,1,0,0,0,0,0,0,0,2015,2020,5,Giants,Internal,Mid,2,Giants,UK
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2012,2021,9,Giants,Internal,Long,2,Giants,Germany
Information,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,2016,8,Poor Market Fit,Internal,Long,1,Poor Market Fit,China
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2018,2023,5,Giants,Internal,Mid,1,Giants,Australia
Information,1,0,1,0,0,0,0,1,0,0,0,0,0,2009,2019,10,Giants,Internal,Long,3,Giants,UK
Information,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,2022,7,Monetization Failure,Internal,Long,1,Monetization Failure,India
Information,1,0,0,0,1,0,0,0,0,0,0,0,0,2015,2021,6,Giants,Internal,Mid,2,Giants,Japan
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,2013,15,Giants,Internal,Long,1,Giants,Germany
Information,1,0,0,0,0,1,0,0,0,0,0,0,0,2009,2017,8,Giants,Internal,Long,2,Giants,USA
Information,0,0,0,1,1,0,0,0,1,0,0,0,0,2007,2019,12,Poor Market Fit,Internal,Long,3,Poor Market Fit,Australia
Information,1,1,0,0,0,0,0,0,0,0,0,0,0,2002,2008,6,Giants,Internal,Mid,2,Giants,Germany
Information,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,2018,5,Giants,Internal,Mid,2,Giants,Japan
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,2021,15,Giants,Internal,Long,1,Giants,China
Information,1,0,0,1,0,0,0,0,0,0,0,0,0,2010,2017,7,Giants,Internal,Long,2,Giants,Japan
Information,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,2014,6,Poor Market Fit,Internal,Mid,1,Poor Market Fit,Brazil
Information,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2012,5,None,Internal,Mid,0,None,Japan
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2006,2021,15,Giants,Internal,Long,2,Giants,Brazil
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2006,2020,14,No Budget,Internal,Long,2,No Budget,China
Information,1,1,0,1,0,0,0,0,0,0,0,0,0,2007,2019,12,Giants,Internal,Long,3,Giants,France
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,2020,9,Giants,Internal,Long,1,Giants,Brazil
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2007,2022,15,Giants,Internal,Long,2,Giants,USA
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,2014,14,Giants,Internal,Long,2,Giants,Japan
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2019,6,No Budget,Internal,Mid,2,No Budget,Japan
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,2017,5,Giants,Internal,Mid,1,Giants,USA
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2016,5,No Budget,Internal,Mid,2,No Budget,India
Information,0,1,0,1,0,0,0,0,0,0,1,0,0,2011,2021,10,No Budget,Internal,Long,3,No Budget,Canada
Information,1,0,0,0,0,1,0,0,0,0,0,0,0,2013,2018,5,Giants,Internal,Mid,2,Giants,France
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,2019,6,Giants,Internal,Mid,1,Giants,Australia
Information,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,2013,3,Niche Limits,Internal,Mid,1,Niche Limits,Brazil
Information,1,0,0,0,0,1,0,0,0,0,0,0,0,2013,2016,3,Giants,Internal,Mid,2,Giants,USA
Information,1,0,0,0,0,1,0,0,0,0,0,0,0,2012,2016,4,Giants,Internal,Mid,2,Giants,China
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2007,2021,14,Giants,Internal,Long,2,Giants,Brazil
Information,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,2013,4,Platform Dependency,Internal,Mid,1,Platform Dependency,Canada
Information,1,0,1,0,0,0,0,0,0,0,0,0,0,2013,2019,6,Giants,Internal,Mid,2,Giants,China
Information,0,1,0,1,0,0,0,0,0,0,0,0,0,2009,2011,2,No Budget,Internal,Short,2,No Budget,Germany
Information,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,2017,5,Giants,Internal,Mid,1,Giants,Japan
